"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"951","Calle Rosen","TOR","D","4","66.816666666667","1","0","0","0","1","25.00","5","20.00","0.09","10","8","0","0","0","0","0","0","0","0","0","0","4","0","1","6","2","0","0","-"
"964","Daniel Brickley","L.A","D","4","51.233333333333","0","1","1","0","1","50.00","2","0.00","0.03","2","2","0","0","0","0","0","0","0","0","0","0","2","0","5","9","4","0","0","-"
"969","Evan Bouchard","EDM","D","7","86.483333333333","1","0","0","0","1","50.00","10","10.00","0.44","25","16","3","1","1","2","2","1","1","0","0","1","2","3","6","2","8","0","0","-"
"979","Par Lindholm","WPG","C","4","39.133333333333","0","1","1","0","1","100.00","5","0.00","0.45","7","7","3","3","0","1","0","0","0","0","0","0","1","3","4","2","1","3","9","25.00"
"995","Jimmy Schuldt","VGK","D","1","21.05","0","1","1","0","1","50.00","1","0.00","0.03","2","2","0","0","0","0","0","0","0","0","0","0","1","0","0","2","1","0","0","-"
"5","Derek MacKenzie","FLA","C","1","2.7166666666667","0","0","0","0","0","-","0","-","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","1","66.67"
"17","Chris Thorburn","STL","R","1","1.8666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"45","Patrick Eaves","ANA","R","7","97.15","0","0","0","0","0","0.00","6","0.00","1.03","12","12","12","5","1","1","4","1","1","0","0","1","3","1","14","7","1","0","0","-"
"50","Lee Stempniak","BOS","R","2","15.633333333333","0","0","0","0","0","-","0","-","0","2","0","0","0","0","0","0","0","0","0","0","0","1","3","2","4","0","0","0","-"
"52","Marc Methot","DAL","D","9","152.46666666667","0","0","0","0","0","0.00","3","0.00","0.11","6","5","1","0","1","0","6","3","3","0","0","1","2","0","15","5","10","0","0","-"
"78","Adam Cracknell","ANA","R","2","20.866666666667","0","0","0","0","0","-","3","0.00","0.19","4","3","2","1","0","0","0","0","0","0","0","0","1","0","6","2","0","0","0","-"
"79","Cody McLeod","NSH","L","7","35.216666666667","0","0","0","0","0","-","1","0.00","0.3","7","5","5","3","0","0","7","2","1","1","0","1","0","1","16","3","1","0","0","-"
"110","Stephen Gionta","NYI","C, R","5","43.916666666667","0","0","0","0","0","-","4","0.00","0.44","8","7","6","2","0","0","0","0","0","0","0","1","2","0","14","4","2","20","17","54.05"
"120","Eric Gryba","N.J","D","10","152.95","0","0","0","0","0","0.00","11","0.00","0.29","23","16","3","0","0","1","10","5","5","0","0","1","6","4","21","8","16","0","0","-"
"142","Mark Letestu","CBJ","C","2","18.666666666667","0","0","0","0","0","0.00","1","0.00","0.02","2","2","0","0","0","1","0","0","0","0","0","1","0","0","3","2","0","5","1","83.33"
"147","Justin Falk","OTT","D","10","129.25","0","0","0","0","0","0.00","7","0.00","0.22","15","11","3","1","0","1","11","4","3","1","0","2","5","1","36","16","9","0","0","-"
"150","Paul Carey","BOS","C","2","28.816666666667","0","0","0","0","0","0.00","3","0.00","0.1","4","3","2","0","0","1","0","0","0","0","0","0","1","3","1","3","1","0","0","-"
"151","Paul Carey","OTT","C","5","45.683333333333","0","0","0","0","0","-","1","0.00","0.1","3","1","1","1","0","0","0","0","0","0","0","0","3","0","2","5","2","1","3","25.00"
"164","Anthony Peluso","CGY","R","4","16.45","0","0","0","0","0","-","1","0.00","0.02","1","1","0","0","0","0","7","2","1","1","0","2","1","2","4","4","0","0","0","-"
"168","Brad Malone","EDM","C","16","143.21666666667","0","0","0","0","0","0.00","13","0.00","0.95","19","18","10","4","0","0","4","2","2","0","0","0","1","1","35","10","5","32","40","44.44"
"203","Luke Schenn","ANA","D","8","95.85","0","0","0","0","0","0.00","7","0.00","0.28","15","8","6","0","0","2","7","2","1","1","0","1","4","0","24","14","8","0","0","-"
"218","Cody Goloubef","OTT","D","5","54.116666666667","0","0","0","0","0","0.00","3","0.00","0.1","6","4","0","0","0","1","2","1","1","0","0","0","2","0","13","4","5","0","0","-"
"222","Cameron Gaunce","T.B","D","2","31.333333333333","0","0","0","0","0","0.00","2","0.00","0.09","4","2","2","0","0","0","7","2","1","1","0","1","2","2","4","6","1","0","0","-"
"230","Dale Weise","MTL","R","9","90.716666666667","0","0","0","0","0","0.00","5","0.00","0.38","13","8","9","3","0","1","4","2","2","0","0","0","2","1","21","14","5","4","2","66.67"
"291","Chris Wideman","FLA","D","1","11.883333333333","0","0","0","0","0","-","2","0.00","0.11","3","3","1","0","0","0","2","1","1","0","0","0","2","1","2","2","0","0","0","-"
"312","Darren Archibald","OTT","R","3","19.75","0","0","0","0","0","-","2","0.00","0.03","2","2","0","0","0","0","0","0","0","0","0","0","1","0","2","2","1","0","0","-"
"319","Nate Prosser","MIN","D","15","153.33333333333","0","0","0","0","0","0.00","10","0.00","0.2","22","13","4","0","1","2","2","1","1","0","0","0","1","1","17","14","13","0","0","-"
"335","Mark Alt","COL","D","2","19.816666666667","0","0","0","0","0","-","2","0.00","0.04","4","2","1","0","0","0","0","0","0","0","0","0","0","0","0","6","2","0","0","-"
"372","Dylan McIlrath","DET","D","7","106.31666666667","0","0","0","0","0","0.00","6","0.00","0.06","13","7","2","0","1","1","4","2","2","0","0","1","2","2","19","19","7","0","0","-"
"391","Anthony Bitetto","MIN","D","18","237.3","0","0","0","0","0","0.00","15","0.00","0.63","35","26","10","0","2","0","4","2","2","0","0","2","8","2","40","22","13","0","0","-"
"399","Erik Burgdoerfer","OTT","D","4","42.683333333333","0","0","0","0","0","-","2","0.00","0.04","3","2","1","0","0","0","2","1","1","0","0","0","2","0","16","4","0","0","0","-"
"404","Cory Conacher","T.B","C","1","8.5833333333333","0","0","0","0","0","-","1","0.00","0.02","1","1","0","0","0","0","2","1","1","0","0","0","1","0","0","1","0","0","0","-"
"407","Colin Blackwell","NSH","C","6","58.433333333333","0","0","0","0","0","-","5","0.00","0.63","12","9","9","2","1","1","2","1","1","0","0","1","3","2","10","12","3","13","16","44.83"
"429","Steven Fogarty","NYR","C","10","77.6","0","0","0","0","0","0.00","9","0.00","0.39","11","10","4","2","1","0","0","0","0","0","0","0","3","4","6","6","3","8","19","29.63"
"438","Reid Boucher","VAN","C","1","5.4666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"442","Adam Clendening","CBJ","D","4","42.616666666667","0","0","0","0","0","0.00","3","0.00","0.07","8","3","1","0","1","0","0","0","0","0","0","0","0","2","1","9","3","0","0","-"
"468","Ryan Murphy","MIN","D","2","19.216666666667","0","0","0","0","0","0.00","1","0.00","0.01","3","1","0","0","0","1","0","0","0","0","0","0","0","1","1","1","2","0","0","-"
"495","Matt Tennyson","BUF","D","4","42.983333333333","0","0","0","0","0","0.00","4","0.00","0.07","8","5","1","0","0","0","0","0","0","0","0","0","3","0","10","7","2","0","0","-"
"506","Phillip Di Giuseppe","NSH","L","3","35.066666666667","0","0","0","0","0","-","4","0.00","0.46","8","7","4","3","0","0","0","0","0","0","0","0","0","0","5","3","3","0","0","-"
"555","Trevor Carrick","CAR","D","1","11.483333333333","0","0","0","0","0","-","0","-","0.01","2","1","1","0","0","0","5","1","0","1","0","1","0","0","1","3","1","0","0","-"
"558","Gemel Smith","BOS","C","3","29.983333333333","0","0","0","0","0","-","3","0.00","0.09","3","3","1","0","0","0","0","0","0","0","0","1","0","2","2","4","0","0","0","-"
"561","Kevin Roy","ANA","L","3","39.133333333333","0","0","0","0","0","-","2","0.00","0.27","5","4","3","3","0","0","0","0","0","0","0","1","2","1","0","6","2","0","0","-"
"565","Danny O'Regan","BUF","C","1","11.933333333333","0","0","0","0","0","-","2","0.00","0.44","4","4","4","3","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","100.00"
"570","Joseph Blandisi","ANA","C","3","31.95","0","0","0","0","0","0.00","1","0.00","0.1","8","4","2","0","1","1","6","3","3","0","0","1","0","3","4","0","0","0","0","-"
"571","Joseph Blandisi","PIT","C","6","35.05","0","0","0","0","0","0.00","7","0.00","0.68","7","7","5","4","0","1","0","0","0","0","0","1","0","0","6","7","1","0","0","-"
"580","Andrej Sustr","ANA","D","5","60.2","0","0","0","0","0","0.00","6","0.00","0.1","9","7","0","0","0","0","6","3","3","0","0","0","0","0","3","4","7","0","0","-"
"587","Anton Blidh","BOS","L","1","13.766666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6","4","1","0","0","-"
"588","John Gilmour","NYR","D","5","80.383333333333","0","0","0","0","0","0.00","9","0.00","0.27","19","13","4","0","0","1","4","2","2","0","0","0","3","1","3","3","13","0","0","-"
"599","Tyrell Goulbourne","PHI","L","2","14.816666666667","0","0","0","0","0","-","3","0.00","0.14","4","4","3","1","0","0","0","0","0","0","0","0","0","1","6","2","0","0","0","-"
"616","Marko Dano","COL","C","8","55.066666666667","0","0","0","0","0","0.00","3","0.00","0.3","9","6","5","1","1","0","7","2","1","1","0","2","2","3","16","4","3","0","5","0.00"
"625","Valentin Zykov","EDM","L","5","35.666666666667","0","0","0","0","0","-","0","-","0.07","3","1","2","1","1","2","2","1","1","0","0","0","1","3","2","5","1","0","0","-"
"627","Laurent Dauphin","ARI","C","1","12.316666666667","0","0","0","0","0","-","2","0.00","0.51","4","3","4","3","0","1","0","0","0","0","0","0","0","0","0","4","1","0","1","0.00"
"653","Samuel Morin","PHI","D","5","61.85","0","0","0","0","0","0.00","5","0.00","0.1","9","5","1","0","1","1","4","2","2","0","0","0","5","1","9","12","7","0","0","-"
"659","Curtis Lazar","CGY","C","1","4.8","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","3","1","75.00"
"661","Kerby Rychel","CGY","L","2","18.35","0","0","0","0","0","0.00","1","0.00","0.01","1","1","0","0","0","0","0","0","0","0","0","0","0","0","3","1","1","0","1","0.00"
"669","Dakota Mermis","ARI","D","1","11.333333333333","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","-"
"672","Joel Hanley","DAL","D","16","219.08333333333","0","0","0","0","0","0.00","9","0.00","0.44","24","17","4","1","0","0","2","1","1","0","0","2","9","3","16","24","16","0","0","-"
"679","Jake Chelios","DET","D","5","86.033333333333","0","0","0","0","0","0.00","5","0.00","0.14","13","8","1","0","0","0","2","1","1","0","0","0","4","2","7","12","5","0","0","-"
"725","Andreas Englund","OTT","D","3","40","0","0","0","0","0","0.00","2","0.00","0.02","2","2","0","0","0","1","10","1","0","0","1","2","2","0","5","5","2","0","0","-"
"726","Josh Jacobs","N.J","D","1","14.9","0","0","0","0","0","-","1","0.00","0.02","2","2","0","0","0","0","0","0","0","0","0","0","3","0","2","0","1","0","0","-"
"728","Nicolas Aube-Kubel","PHI","R","9","50.3","0","0","0","0","0","0.00","2","0.00","0.11","8","4","2","1","0","0","0","0","0","0","0","1","0","2","14","8","0","0","0","-"
"734","Dominic Turgeon","DET","C","4","50.35","0","0","0","0","0","-","2","0.00","0.07","5","2","3","0","0","0","0","0","0","0","0","0","0","1","3","5","3","8","13","38.10"
"738","Louie Belpedio","MIN","D","2","26.266666666667","0","0","0","0","0","0.00","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","4","0","0","-"
"739","Mark Friedman","PHI","D","1","12.55","0","0","0","0","0","-","1","0.00","0.01","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","-"
"742","Chase De Leo","ANA","C","1","12.533333333333","0","0","0","0","0","0.00","4","0.00","0.25","5","5","4","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","-"
"743","Nelson Nogier","WPG","D","1","10.1","0","0","0","0","0","-","1","0.00","0.02","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","-"
"752","Anton Lindholm","COL","D","2","14.35","0","0","0","0","0","-","0","-","0.03","2","2","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","0","0","-"
"761","Joe Hicketts","DET","D","11","204.48333333333","0","0","0","0","0","0.00","16","0.00","0.5","25","20","6","1","1","0","0","0","0","0","0","1","7","2","17","17","27","0","0","-"
"764","Jack Rodewald","OTT","R","6","42.366666666667","0","0","0","0","0","-","2","0.00","0.36","5","3","2","2","0","1","0","0","0","0","0","0","0","0","8","6","3","0","0","-"
"767","Nikita Soshnikov","STL","R","5","35.833333333333","0","0","0","0","0","0.00","1","0.00","0.11","5","2","1","0","0","0","0","0","0","0","0","0","1","0","5","7","2","0","0","-"
"778","Anthony Richard","NSH","C","1","7.3666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","-"
"781","Jakub Zboril","BOS","D","2","21.866666666667","0","0","0","0","0","-","1","0.00","0.07","2","2","0","0","0","0","0","0","0","0","0","0","2","0","3","4","0","0","0","-"
"787","Brendan Guhle","BUF","D","2","23.35","0","0","0","0","0","0.00","1","0.00","0.04","4","3","0","0","0","0","2","1","1","0","0","0","0","0","1","4","0","0","0","-"
"794","Cooper Marody","EDM","C","6","41.466666666667","0","0","0","0","0","-","6","0.00","0.53","13","11","7","2","0","1","0","0","0","0","0","0","0","5","0","5","0","9","17","34.62"
"804","Nicolas Roy","CAR","C","6","41.7","0","0","0","0","0","-","1","0.00","0.12","3","2","1","1","0","0","2","1","1","0","0","0","1","3","7","3","1","21","18","53.85"
"806","Guillaume Brisebois","VAN","D","8","88.066666666667","0","0","0","0","0","0.00","5","0.00","0.17","10","6","4","0","0","0","0","0","0","0","0","0","7","2","3","7","7","0","0","-"
"813","Kyle Capobianco","ARI","D","2","32.15","0","0","0","0","0","-","1","0.00","0.02","3","1","1","0","0","0","0","0","0","0","0","0","0","0","2","2","2","0","0","-"
"822","Dennis Gilbert","CHI","D","1","12.766666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","6","3","1","0","0","-"
"823","Gabriel Carlsson","CBJ","D","1","9.35","0","0","0","0","0","-","1","0.00","0.01","1","1","0","0","0","0","2","1","1","0","0","0","0","1","0","2","0","0","0","-"
"833","Kevin Stenlund","CBJ","C","4","43.85","0","0","0","0","0","-","3","0.00","0.18","9","5","2","1","0","1","4","2","2","0","0","0","1","3","3","5","1","3","3","50.00"
"834","William Borgen","BUF","D","4","66.2","0","0","0","0","0","-","2","0.00","0.04","4","2","1","0","0","0","0","0","0","0","0","0","0","0","12","2","3","0","0","-"
"835","Colton White","N.J","D","3","42.683333333333","0","0","0","0","0","0.00","1","0.00","0.07","6","3","1","1","0","1","2","1","1","0","0","0","1","0","2","7","2","0","0","-"
"850","Kole Sherwood","CBJ","R","2","18.45","0","0","0","0","0","-","2","0.00","0.09","3","2","2","0","0","0","0","0","0","0","0","0","0","1","10","2","1","0","0","-"
"852","Ryan Lomberg","CGY","L","4","27.933333333333","0","0","0","0","0","-","1","0.00","0.11","3","2","2","0","0","0","17","3","1","1","1","0","0","1","12","1","0","0","0","-"
"854","Nick Lappin","N.J","R","11","150.56666666667","0","0","0","0","0","0.00","11","0.00","0.69","23","17","11","2","0","1","0","0","0","0","0","0","2","3","16","11","3","5","1","83.33"
"864","Ryan Lindgren","NYR","D","5","72.933333333333","0","0","0","0","0","0.00","8","0.00","0.37","9","8","4","1","0","0","8","3","3","0","0","0","2","0","11","9","9","0","0","-"
"866","Brandon Gignac","N.J","C","1","9.0666666666667","0","0","0","0","0","-","1","0.00","0.02","1","1","0","0","0","0","0","0","0","0","0","0","2","0","0","1","1","0","0","-"
"877","Timothy Gettinger","NYR","L","4","30.083333333333","0","0","0","0","0","0.00","2","0.00","0.18","6","5","3","1","0","0","0","0","0","0","0","0","3","0","15","7","3","0","0","-"
"878","Trent Frederic","BOS","C","15","141","0","0","0","0","0","0.00","19","0.00","1.62","24","22","13","7","1","2","15","2","0","1","1","2","2","5","18","11","3","41","40","50.62"
"879","Logan Brown","OTT","C","2","21.033333333333","0","0","0","0","0","-","2","0.00","0.27","3","3","2","1","0","0","0","0","0","0","0","0","0","1","0","1","1","2","6","25.00"
"886","Riley Stillman","FLA","D","1","11.366666666667","0","0","0","0","0","0.00","1","0.00","0.01","2","1","0","0","0","0","2","1","1","0","0","0","1","0","5","1","0","0","0","-"
"890","Jake Bean","CAR","D","2","16.916666666667","0","0","0","0","0","-","1","0.00","0.02","2","1","0","0","0","0","2","1","1","0","0","0","0","1","1","2","0","0","0","-"
"894","Vitaly Abramov","OTT","R","1","13.866666666667","0","0","0","0","0","-","0","-","0.21","5","3","3","2","0","0","0","0","0","0","0","0","2","4","0","1","1","0","0","-"
"903","Anthony Greco","FLA","R","1","9.5","0","0","0","0","0","-","2","0.00","0.1","3","2","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"907","Patrick Russell","EDM","R","6","52.733333333333","0","0","0","0","0","-","6","0.00","0.81","11","8","5","4","1","1","2","1","1","0","0","0","2","3","9","1","2","0","0","-"
"909","Janne Kuokkanen","CAR","L","7","76.433333333333","0","0","0","0","0","0.00","6","0.00","0.69","12","9","9","4","0","0","4","2","2","0","0","4","1","2","0","10","3","0","0","-"
"910","Rem Pitlick","NSH","C","1","9.7166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","1","0","0","0","-"
"911","Maxim Mamin","FLA","C","7","51.433333333333","0","0","0","0","0","-","8","0.00","0.5","14","12","5","2","0","0","5","1","0","1","0","2","0","1","10","4","1","0","1","0.00"
"912","Dylan Gambrell","S.J","C","8","69.033333333333","0","0","0","0","0","0.00","6","0.00","0.39","10","9","4","2","0","0","2","1","1","0","0","0","0","5","13","7","1","20","19","51.28"
